,Unnamed: 0,title,domain,iframe_exist,email,phone,logo
66,634,Immobilienmakler Attendorn - Wentzel Dr. – Immobilien seit ...,www.wentzel-dr.de,False,"vertrieb@wentzel-dr.de,verwaltung@wentzel-dr.de,amburginfo@wentzel-dr.de,120vertrieb@wentzel-dr.de,0verwaltung@wentzel-dr.de",,https://www.wentzel-dr.de/wp-content/themes/oceanwp-child-theme-master/favicon/android-icon-192x192.png
67,654,News 2008 - Guido Schmidt Immobilien,guido-schmidt-immobilien.de,-1,-1,,-1
68,656,Hausverwaltung Pulte | Attendorn | Lennestadt | Olpe,hausverwaltung-pulte.de,False,,,https://hausverwaltung-pulte.de/wp-content/uploads/2018/04/Fav_Pulte.jpg
69,663,Immobilienmakler Aue-Bad Schlema | Makler in der Nähe finden,www.meinestadt.de,-1,-1,,-1
70,676,IMMOBILIEN HAHNEFELD | Ihr Immobilienmakler in Limburg,immobilien-hahnefeld.de,False,"info@immobilien-hahnefeld.de,info@immobilien-hahnefeld.de",,https://immobilien-hahnefeld.de/wp-content/uploads/iphone114.jpg
71,702,Immobilienmakler mit Herz für München und Augsburg!,www.immobilienmenschen.de,False,"info@immobilienmenschen.de,info@immobilienmenschen.de",,https://www.immobilienmenschen.de/wp-content/uploads/cropped-Immoiblienmenschen-1-270x270.jpg
72,706,"Immobilienmakler Augsburg, Haus-Verkauf, Mietverwaltung ...",www.feldmayer-immobilien.de,-1,-1,,-1
73,707,Jakob Immobilien Augsburg,www.jakob-immobilien.com,-1,-1,,-1
74,711,Ihr #1 Immobilienmakler in Südbayern » GEIS Real Estate,www.immobilien-geis.de,-1,-1,,-1
75,733,Ihr Immobilienmakler und Immobiliengutachter in der ...,www.bookmeyer.de,-1,-1,,-1
76,741,Immobilienmakler für Ostfriesland | Immobilien Fair & Freundlich,www.immobilienmakler-ostfriesland.de,-1,-1,,-1
77,752,Ihr Immobilienmakler in Backnang - Süd-Immobilien Strohmaier,suedimmo-strohmaier.de,-1,-1,,-1
78,771,Suchen Sie sich hier Ihr Traumobjekt aus - Heinrich ...,heinrichimmobilien.de,-1,-1,,-1
79,778,Rieckhoff Immobilien im Harz e.K. - Ihr Immobilienmakler mit ...,www.rieckhoff-immobilien.de,-1,-1,,-1
80,782,Kolzow Immobilien,www.kolzow-immobilien.de,-1,-1,,-1
81,785,Immobilienmakler Bad Harzburg | Makler in der Nähe finden,www.meinestadt.de,-1,-1,,-1
82,791,IMAXX: Ihr Ansprechpartner rund um Immobilien,www.imaxx.de,-1,-1,,-1
83,792,Gerber Immobilien Berg / Bad Steben / Hof,www.gerberimmobilien.com,-1,-1,,-1
84,805,"Ihr Immobilienmakler in Dahn und der Südpfalz, seit 30 Jahren!",siegelimmobilien.de,-1,-1,,-1
85,814,Allgemein - WVG Lockfeldt,www.wvg-lockfeldt.de,-1,-1,,-1
86,816,IMMOBILIEN HAHNEFELD | Ihr Immobilienmakler in Limburg,immobilien-hahnefeld.de,-1,-1,,-1
87,821,Ihre Immobilie rechtssicher und profitabel verkaufen,www.gfi-immobilien.de,-1,-1,,-1
88,828,rota-immobilien - Bad Hersfeld,rota-immobilien.de,False,,,http://rota-immobilien.de/wp-content/themes/wpresidence/img/favicon.gif
89,829,Ihr Immobilienexperte für den Kreis Hersfeld-Rotenburg - VR ...,v-r-immobilien.de,-1,-1,,-1
90,834,Unsere Referenz-Objekte - WICON Consulting + Immobilien ...,www.wicon-immobilien.de,-1,-1,,-1
91,838,Immobilienmakler (w/m/d) in Bad Hersfeld - Von Poll Immobilien,www.von-poll.com,False,,,https://www.von-poll.com/favicon-32x32.png
92,851,Ihr Immobilienmakler in Bad Homburg vor der Höhe,www.immobilien-hornung.de,-1,-1,,-1
93,854,Carsten Nöthe Immobilienmakler Bad Homburg,www.noethe-immobilien.de,-1,-1,,-1
94,861,IMAXX: Ihr Ansprechpartner rund um Immobilien,www.imaxx.de,-1,-1,,-1
95,862,HGI – Die Makler | Home,www.hgi-diemakler.com,-1,-1,,-1
96,870,"Immobilien Werning – Ihr Immobilienmakler für Bonn, Bad ...",www.immobilien-werning.de,-1,-1,,-1
97,871,"Staffel Immobilien GmbH, Bad Honnef , Maklerhaus seit 1961",www.staffel-immobilien.de,-1,-1,,-1
98,884,IMAXX: Ihr Ansprechpartner rund um Immobilien,www.imaxx.de,-1,-1,,-1
99,886,Gerber Immobilien Berg / Bad Steben / Hof,www.gerberimmobilien.com,-1,-1,,-1
100,909,Immobilienmakler in Bad Kissingen seit über 25 Jahren!,www.immobilien-badkissingen.de,-1,-1,,-1
101,911,"Immobilien in Bad Kissingen - Kaufen, verkaufen, bewerten.",www.mein-vr-immoservice.de,False,info@mein-vr-immoservice.de,,https://www.mein-vr-immoservice.de/favicon.ico
102,938,Immobilienmakler in Bad Kreuznach | RE/MAX Professional ...,professional-group-bad-kreuznach.remax.de,True,,,https://professional-group-bad-kreuznach.remax.de/wp-content/uploads/sites/85/2020/11/cropped-remax_icon-270x270.jpg
103,940,IMMOVOGT® IMMOBILIENEXPERTEN FÜR BAD ...,immobilienvogt.de,-1,-1,,-1
104,947,Ihr Partner für Immobilien rund um 55595 Bad Kreuznach,immobilien-tor.de,-1,-1,,-1
105,948,Haus & Grund Bad Kreuznach,www.haus-und-grund-bad-kreuznach.de,-1,-1,,-1
106,953,Immobilien-Service Hamacher,hausverwaltung-hamacher.de,-1,-1,,-1
107,985,Gewerbeimmobilien Bad Krozingen kaufen oder mieten,www.meinestadt.de,-1,-1,,-1
108,992,Die Immobilie - Kompetenz in Immobilien seit über 30 Jahren!,www.die-immobilie.kaufen,-1,-1,,-1
109,993,Köllmann Immobilien,koellmann-immobilien.de,False,"info@koellmann-immobilien.de,info@koellmann-immobilien.de",,https://koellmann-immobilien.de/wp-content/themes/dev_wp_theme/assets/img/favicon/apple-touch-icon.png
110,995,Marco Ioime Immobilien: Immobilienmakler Bad krozingen,www.ioime-immobilien.de,False,info@ioime-immobilien.de,,https://www.ioime-immobilien.de/images/original_482043_.png
111,998,Immobilienmakler Bad Mergentheim - Grethe Schellmann ...,grethe-schellmann.de,False,kontakt@grethe-schellmann.de,,https://grethe-schellmann.de/wp-content/uploads/2021/10/Partnerlogos_Stand-25.10.21-768x91.png
112,999,ᐅ Top 10 Immobilienmakler Bad Mergentheim | Adresse,www.gelbeseiten.de,False,,,https://www.gelbeseiten.de/webgs/images/fav/favicon@228x.png
113,1001,Immobilienmakler Bad Mergentheim - Makler bei Immowelt ...,www.immowelt.de,False,,,https://media-static.immowelt.org/app_themes/global_rwd/image/favicons/favicon-194x194.png
114,1002,Immobilienmakler Bad Mergentheim - Martin Lang Immobilien,www.immobilienmaklerheilbronn.de,False,,,https://www.immobilienmaklerheilbronn.de/favicon.ico
115,1005,Immobilienmakler Bad Mergentheim | Makler in der Nähe finden,www.meinestadt.de,-1,-1,,-1
116,1019,138 Immobilien in Bad Mergentheim,immobilien.mitula.com,-1,-1,,-1
117,1027,Immobilienmakler in Bad Nauheim und Umgebung - IMAXX,www.imaxx.de,-1,-1,,-1
118,1030,Immobilienmakler in Bad Nauheim - Immobilien Hornung,www.immobilien-hornung.de,-1,-1,,-1
119,1037,Eschner-Immobilien Makler GmbH: Ihr Immobilienmakler,eschner-immobilien.de,False,"info@eschner-immobilien.de,info@eschner-immobilien.de,info@eschner-immobilien.de,info@eschner-immobilien.de,info@eschner-immobilien.de,info@eschner-immobilien.de,info@eschner-immobilien.de,info@eschner-immobilien.de,info@eschner-immobilien.de,schneider@eschner-immobilien.de",,https://eschner-immobilien.de/wp-content/uploads/2020/05/favicon.png
120,1040,Immobilien Büro Buseck - Bad Nauheim - Gewerbeimmobilien,www.immobilien-buseck.de,-1,-1,,-1
121,1042,Schüttke Immobilien Neubau-Wohnimmobilien Rhein-Main ...,www.schuettke-immobilien.de,-1,-1,,-1
122,1048,bungalow kaufen bad nauheim - Hermesiane,hermesiane.fr,-1,-1,,-1
123,1060,Haus & Grund Bad Neuenahr - Ahrweiler,www.haus-und-grund-aw.de,-1,-1,,-1
124,1062,Klimek Immobilien GmbH: Immobilienmakler Remagen am ...,www.klimek-immo.de,-1,-1,,-1
125,1064,Wohnquartier Bad Neuenahr Immobilien Einfamilienhaus ...,www.mein-lilys.de,-1,-1,,-1
126,1080,dinc immobilien - Ihr Immobilienmakler in Bad Oeynhausen,www.dinc-immobilien.de,-1,-1,,-1
127,1081,Friedemann Immobilien - Immobilien verkaufen und vermieten ...,www.friedemann-immobilien.de,-1,-1,,-1
128,1084,Immobilienmakler Bad Oeynhausen | Rommelmann Immobilien,rommelmann.immobilien,False,info@rommelmann.immobilien,,https://rommelmann.immobilien/wp-content/uploads/2017/07/cropped-favicon-270x270.png
129,1088,Gerber Immobilien Berg / Bad Steben / Hof,www.gerberimmobilien.com,-1,-1,,-1
130,1091,IMAXX: Ihr Ansprechpartner rund um Immobilien,www.imaxx.de,-1,-1,,-1
131,1096,Wohnung kaufen Bad Oeynhausen | Eigentumswohnung in ...,www.meinestadt.de,-1,-1,,-1
132,1127,Jacobi Immobilien – Ihr Makler für Gewerbeimmobilien in ...,www.jacobi-immobilien.de,-1,-1,,-1
133,1140,Immobilienmakler Hamburg & Schleswig-Holstein ⇒ JP ...,www.jp-immo.net,-1,-1,,-1
134,1150,Immobilienmakler Bad Rappenau | Makler in der Nähe finden,www.meinestadt.de,-1,-1,,-1
135,1156,Immobilienkauf in Bad Rappenau - Cylex,web2.cylex.de,-1,-1,,-1
136,1164,"DEDDA Immobilien, Wohnbau und Projektentwicklungs GmbH",dedda-immobilien.de,True,info@dedda-immobilien.de,,https://dedda-immobilien.de/wp-content/uploads/2021/07/favicon.png
137,1171,EG Immobilien Bad Salzuflen Immobilienmakler Haus ...,www.eg-immo.de,-1,-1,,-1
138,1183,Gerber Immobilien Berg / Bad Steben / Hof,www.gerberimmobilien.com,-1,-1,,-1
139,1184,IMAXX: Ihr Ansprechpartner rund um Immobilien,www.imaxx.de,-1,-1,,-1
140,1205,IMMOBILIEN HAHNEFELD | Ihr Immobilienmakler in Limburg,immobilien-hahnefeld.de,False,"info@immobilien-hahnefeld.de,info@immobilien-hahnefeld.de",,https://immobilien-hahnefeld.de/wp-content/uploads/iphone114.jpg
141,1208,"Bewährter, erfahrener Immobilienmakler in Bad Salzungen",www.gfi-immobilien.de,-1,-1,,-1
142,1209,Keusch Immobilien - Aktuelle Angebote,www.keusch-immobilien.de,-1,-1,,-1
143,1211,Immobilienmakler Bad Salzungen | Makler in der Nähe finden,www.meinestadt.de,-1,-1,,-1
144,1222,Gerber Immobilien Berg / Bad Steben / Hof,www.gerberimmobilien.com,-1,-1,,-1
145,1224,IMAXX: Ihr Ansprechpartner rund um Immobilien,www.imaxx.de,-1,-1,,-1
146,1253,Ihr Immobilienmakler für Bad Schwartau - Wentzel Dr. – Immobilien seit ...,www.wentzel-dr.de,False,"vertrieb@wentzel-dr.de,verwaltung@wentzel-dr.de,amburginfo@wentzel-dr.de,120vertrieb@wentzel-dr.de,0verwaltung@wentzel-dr.de",,https://www.wentzel-dr.de/wp-content/themes/oceanwp-child-theme-master/favicon/android-icon-192x192.png
147,1270,Immobilien in Bad Schwartau - Meinestadt.de,www.meinestadt.de,-1,-1,,-1
148,1275,Makler Jobs und Stellenangebote in Bad Schwartau - StepStone,www.stepstone.de,False,,,https://www.stepstone.de/modules/duplo/resources/favicons/stepstone/apple-touch-icon-180x180.png?v=VuWeZv6r
149,1281,Immobilienmakler in Bad Soden Bellevie Immobilien,www.bellevie-immobilien.de,-1,-1,,-1
150,1283,Willkommen bei Blumenauer Consulting Immobilien,www.blumenauer-consulting.de,-1,-1,,-1
151,1288,Immobilienmakler Bad Soden am Taunus | Makler in der Nähe ...,www.meinestadt.de,-1,-1,,-1
152,1289,STARK Immobilien – Ihr Immobilienmakler aus Bad Soden,immobilien-stark.de,-1,-1,,-1
153,1304,Ihr Immobilienmakler in Bad Vilbel - Immobilien Hornung,www.immobilien-hornung.de,-1,-1,,-1
154,1315,IMAXX: Ihr Ansprechpartner rund um Immobilien,www.imaxx.de,-1,-1,,-1
155,1316,Gerber Immobilien Berg / Bad Steben / Hof,www.gerberimmobilien.com,-1,-1,,-1
156,1328,EG Immobilien Bad Salzuflen Immobilienmakler Haus ...,www.eg-immo.de,-1,-1,,-1
157,1343,Ihr Immobilienmakler in Northeim Willmer Immobilien,willmer-immobilien.de,False,,,https://willmer-immobilien.de/favicon.ico
158,1346,ulrich härle immobilien,www.immobilien-badwaldsee.de,False,ulh@immobilien-badwaldsee.de,,https://www.immobilien-badwaldsee.de/wp-content/uploads/uh_immobilien_300x80.png
159,1360,Gerber Immobilien Berg / Bad Steben / Hof,www.gerberimmobilien.com,-1,-1,,-1
160,1362,IMAXX: Ihr Ansprechpartner rund um Immobilien,www.imaxx.de,-1,-1,,-1
161,1383,IMMOBILIEN HAHNEFELD | Ihr Immobilienmakler in Limburg,immobilien-hahnefeld.de,False,"info@immobilien-hahnefeld.de,info@immobilien-hahnefeld.de",,https://immobilien-hahnefeld.de/wp-content/uploads/iphone114.jpg
162,1392,Immobilien - Oldenburg und Ammerland - Immobilienagentur ...,www.immobilienagentur-nicole-schumacher.de,-1,-1,,-1
163,1405,Immobilienmakler Bad Zwischenahn | Makler in der Nähe finden,www.meinestadt.de,-1,-1,,-1
164,1421,Petra Wick Immobilienservice - Home,www.petra-wick-immobilienservice.de,-1,-1,,-1
165,1423,Immobilien Immobilienmakler Immobilienbüro,www.baum-immobilien.de,False,"info@baum-immobilien.de,konstanz@baum-immobilien.de,stuttgart@baum-immobilien.de,freiburg@baum-immobilien.de,info@baum-immobilien.de,info@baum-immobilien.de",,https://www.baum-immobilien.de/favicomatic/apple-touch-icon.png
166,1425,Willkommen auf der Homepage von Immobilien Frick,homepage.immowelt.de,-1,-1,,-1
167,1433,Koch Immobilien - Immobilienmakler Baesweiler | Aachen ...,www.immokoch.com,-1,-1,,-1
168,1439,Immobilienmakler Baesweiler | Makler in der Nähe finden,www.meinestadt.de,-1,-1,,-1
169,1442,Ihr Immobilienmakler und Immobiliengutachter in der ...,www.bookmeyer.de,-1,-1,,-1
170,1458,Clees: Start,www.clees.net,-1,-1,,-1
171,1508,Feldbusch Immobilien GmbH: Immobilienmakler Neumarkt,feldbuschimmobilien.de,-1,-1,,-1
172,1532,H & W Deister Immobilien: LP,www.deister-immobilien.de,-1,-1,,-1
173,1539,Ihr Immobilienmakler und Immobiliengutachter in der ...,www.bookmeyer.de,-1,-1,,-1
174,1544,Hengstmann VDM Immobilien Manfred Hengstmann e.K. Inh ...,www.hengstmann-vdm.de,-1,-1,,-1
175,1576,Stadtinformationen für Baunatal bei meinestadt.de,home.meinestadt.de,-1,-1,,-1
176,1578,"Aktuelles aus Baunatal | Corona Inzidenzwert, Intensivbetten ...",aktuell.meinestadt.de,-1,-1,,-1
177,1601,Ihr Immobilienmakler und Immobiliengutachter in der ...,www.bookmeyer.de,-1,-1,,-1
178,1605,Wüstenrot Immobilien Bautzen - Anett Kirschstein,branchenbuch.meinestadt.de,-1,-1,,-1
179,1619,Immobilien Bayreuth - Immobilienservice Harald Giera,immobilien-giera.de,-1,-1,,-1
180,1627,Feldbusch Immobilien GmbH: Immobilienmakler Neumarkt,feldbuschimmobilien.de,-1,-1,,-1
181,1633,PRO HAUS BURGER,www.prohaus-burger.de,False,655955info@prohaus-burger.de,,https://www.prohaus-burger.de/wp-content/uploads/2017/02/cropped-website-icon-1-270x270.png
182,1636,Firmengruppe Krause: Projektentwicklung von ...,www.firmengruppe-krause.de,-1,-1,,-1
183,1641,schulze-tergeist.de,www.schulze-tergeist.de,-1,-1,,-1
184,1644,Immobilienmakler Beckum | Makler in der Nähe finden,www.meinestadt.de,-1,-1,,-1
185,1645,gipa-beckum,www.gipa-beckum.com,-1,-1,,-1
186,1674,Immobilienmakler Bedburg,www.rodenbuesch.net,-1,-1,,-1
187,1677,Immobilienmakler Bedburg | Makler in der Nähe finden,www.meinestadt.de,-1,-1,,-1
188,1684,Ihr Immobilienmakler und Immobiliengutachter in der ...,www.bookmeyer.de,-1,-1,,-1
189,1691,Mortensen Immobilien | Makler in Hamburg ...,www.mortensen-immobilien.de,-1,-1,,-1
190,1695,Ihr Immobilienmakler in Frechen & Umgebung – Friedhelm ...,www.effer-immo.de,False,info@effer-immo.de,,https://www.effer-immo.de/media/files/cropped-favicon-270x270.png
191,1711,Marhold Immobilien GmbH | Makler aus Leidenschaft,marholdimmobilien.de,False,,,https://marholdimmobilien.de/wp-content/uploads/2019/05/cropped-cropped-icon-1-270x270.png
192,1715,Versicherungsmakler Bensheim - FP4 Schuh&Kollegen,www.fpvier.de,-1,-1,,-1
193,1722,Arensberg Immobilien - Arensberg Immobilien ...,www.arensberg-immobilien.de,-1,-1,,-1
194,1746,Ihr Immobilienmakler und Immobiliengutachter in der ...,www.bookmeyer.de,-1,-1,,-1
195,1748,Lenhart Immobilien - Ihr Traum-Immobilienmakler vor Ort,www.lenhart.immobilien,-1,-1,,-1
196,1794,Immobilienmakler Bergkamen - Wentzel Dr. – Immobilien seit ...,www.wentzel-dr.de,False,"vertrieb@wentzel-dr.de,verwaltung@wentzel-dr.de,amburginfo@wentzel-dr.de,120vertrieb@wentzel-dr.de,0verwaltung@wentzel-dr.de",,https://www.wentzel-dr.de/wp-content/themes/oceanwp-child-theme-master/favicon/android-icon-192x192.png
197,1798,Immobilienmakler Bergkamen | Makler in der Nähe finden,www.meinestadt.de,-1,-1,,-1
198,1802,von Bohlen Immobilien – Immobilienmakler in Lünen ...,www.vonbohlenimmobilien.de,False,,,https://www.vonbohlenimmobilien.de/wp-content/uploads/2021/03/cropped-favicon-270x270.png
199,1803,Immobilienmakler in Bergkamen - Cylex,web2.cylex.de,-1,-1,,-1
200,1810,Ruhrgrund Immobilien GmbH,www.ruhrgrund.de,-1,-1,,-1
201,1815,beta Eigenheim- und Grundstücksverwertungsgesellschaft mbH,www.beta-eigenheim.de,False,info@beta-eigenheim.de,,https://www.beta-eigenheim.de/assets/images/images/152x152/5836529/favicon3.png
202,1818,Schoof Immobilien GmbH & Co. KG – Itzehoe,schoof-immobilien.de,-1,-1,,-1
